id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),"['Dua Lipa', 'DaBaby']",67,2020-10-01,0.702,0.825,6,-3.787,0,0.00883,0.0,0.0674,0.915,102.977,203064,4
0dQQQRxfaTjjDdpno92mTT,No One Knows (feat. Chiara Castelli),"['Henri PFR', 'Famba', 'Chiara Castelli']",32,2020-11-02,0.725,0.767,11,-7.472,0,0.114,5.29e-06,0.0954,0.447,124.103,147097,4
7326VW0SoLLJ6CXg4Z0dyC,Strangers (feat. Alex Germys),"['Laura Tesoro', 'Loïc Nottet', 'Alex Germys']",37,2020-11-06,0.691,0.535,1,-8.404,1,0.0966,6.1e-05,0.0848,0.255,104.006,198787,4
2vBET2pmrQqafaS6zIaYta,GIRL LIKE ME,"['Black Eyed Peas', 'Shakira']",54,2020-06-18,0.964,0.486,2,-8.891,1,0.0194,0.04,0.0694,0.318,124.058,220659,4
0psS4i5YooJrXfDnGvWRLi,Lo Vas A Olvidar (with ROSALÍA),"['Billie Eilish', 'ROSALÍA']",59,2021-01-21,0.343,0.243,4,-14.66,0,0.721,0.00198,0.0668,0.032,135.154,203464,4
4snOHAw3BxiKWFeOyLeEpB,Another Life (feat. Alida),"['Lucas & Steve', 'Alida']",41,2020-10-16,0.541,0.653,5,-5.954,1,0.00531,0.0,0.126,0.264,123.854,212468,4
055Mme9ReKK99jRFA5UJ55,Get Out My Head,['Shane Codd'],56,2020-05-25,0.693,0.913,0,-3.035,1,0.0542,6.87e-05,0.231,0.795,123.989,204933,4
4w47YE9rjhmZUdtZjSCb82,J'me tire,['GIMS'],65,2013-12-02,0.752,0.676,1,-5.233,0,0.00892,1.94e-06,0.186,0.425,95.017,249867,4
3Uyt0WO3wOopnUBCe9BaXl,Sur ma route,['Black M'],60,2014-03-31,0.747,0.785,7,-6.735,0,0.053,0.0,0.08,0.389,125.025,252573,4
6LxFuAjKARWoTxnvKGzPQF,Mme Pavoshko,['Black M'],52,2014-03-31,0.764,0.881,4,-4.297,0,0.0145,5.98e-06,0.0994,0.777,114.985,255840,4
4VqPOruhp5EdPBeR92t6lQ,Uprising,['Muse'],75,2009-09-10,0.602,0.905,2,-4.046,1,0.000202,0.064,0.117,0.411,128.019,304840,4
3skn2lauGk7Dx6bVIt5DVj,Starlight,['Muse'],72,2006-06-19,0.55,0.874,4,-4.046,1,0.000436,1.02e-05,0.206,0.318,121.61,240213,4
5qFIKcLcNeNR8cSQ1n4EYl,Hoe Kon Ik Zo Dom Zijn,"['5NAPBACK', 'Metejoor']",10,2020-10-23,0.664,0.844,5,-5.448,1,0.364,1.15e-05,0.11,0.486,129.994,211011,4
32Q0JiYuVr2mcxfRIPyEBS,Más Más Más,['Rolf Sanchez'],30,2020-08-31,0.762,0.809,0,-6.155,1,0.0954,0.0,0.291,0.367,119.944,154333,4
0ymn3NBfT1W2QW0d7U5kHS,Hadal Ahbek,['Issam Alnajjar'],0,2020-09-27,0.806,0.47,4,-9.985,1,0.156,0.0,0.0884,0.442,95.003,209684,4
4SL2iWHt3azgITI04G5NpY,Your Love (9PM),"['ATB', 'Topic', 'A7S']",60,2021-01-15,0.669,0.784,7,-5.603,1,0.194,6.28e-06,0.115,0.517,125.993,150053,4
3iw6V4LH7yPj1ESORX9RIN,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"['Nathan Evans', '220 KID']",66,2021-01-21,0.722,0.893,0,-3.255,0,0.0441,0.000937,0.0673,0.439,119.932,116750,4
1Ox6RIOerYvgRH9AxIl4DO,1 Op Een Miljoen,"['Metejoor', 'Babet']",44,2021-01-28,0.667,0.449,7,-7.363,1,0.772,0.0,0.0947,0.427,93.999,198708,4
1GkHyypTFkUf0QQKwYoXH4,You (with Marshmello & Vance Joy),"['benny blanco', 'Marshmello', 'Vance Joy']",51,2021-01-29,0.668,0.563,11,-6.433,1,0.0493,0.0,0.119,0.305,103.116,169632,4
7Fm0qt82fIavrlOma0h4z4,Vergeet De Tijd,"['Regi', 'Camille']",3,2020-09-25,0.595,0.762,11,-4.792,1,0.153,0.0,0.135,0.301,130.023,179082,4
0vWUhCPxpJOJR5urYbZypB,Hypnotized,"['Purple Disco Machine', 'Sophie and the Giants']",62,2020-04-08,0.69,0.813,11,-5.084,0,0.0968,0.000324,0.109,0.704,108.078,195658,4
5QO79kh1waicV47BqGRL3g,Save Your Tears,['The Weeknd'],84,2020-03-20,0.679,0.825,0,-5.487,1,0.0212,1.21e-05,0.543,0.644,118.049,215627,4
3x7NGlfDKQYN2wnwEnL7r9,The Kids Aren't Alright,['Fall Out Boy'],55,2015-01-16,0.615,0.763,6,-4.189,1,0.000246,0.141,0.298,0.333,115.991,260920,4
4vC4nKK6bk9pYEVOU4EIbA,Favorite Record,['Fall Out Boy'],49,2015-01-16,0.66,0.944,2,-3.692,1,0.00607,0.27,0.823,0.682,127.02,203413,4
2WWP0IPX9xFjAMraNHX390,Twin Skeleton's (Hotel In NYC),['Fall Out Boy'],51,2015-01-16,0.451,0.939,2,-2.546,0,0.00219,0.00223,0.366,0.192,80.098,220413,4
41WTP0gosjYD74B06uS2tL,You Said You'd Grow Old With Me,['Michael Schulte'],58,2012-09-28,0.531,0.347,0,-7.044,1,0.905,0.0,0.0935,0.289,114.441,224743,4
3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,['Black Eyed Peas'],78,2010-01-01,0.659,0.629,0,-8.685,0,0.19,0.0,0.105,0.262,94.049,219427,4
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"['Riton', 'Nightcrawlers', 'Mufasa & Hypeman', 'Mufasa', 'Dopamine']",77,2021-01-15,0.824,0.862,2,-3.424,1,0.0076,0.000132,0.303,0.801,122.98,169153,4
7hCNBVRhHzcsRAv0TQnOzq,Runaway Baby,['Bruno Mars'],72,2010-05-11,0.658,0.762,10,-3.028,0,0.263,0.0,0.127,0.823,163.864,148448,4
3B5UbSndRz907IZhhmUfLi,Count on Me,['Bruno Mars'],68,2010-05-11,0.589,0.389,0,-5.972,1,0.851,0.0,0.0772,0.501,89.1,197470,4
3VT8hOC5vuDXBsHrR53WFh,Astronaut In The Ocean,['Masked Wolf'],0,2019-06-07,0.778,0.695,4,-6.865,0,0.175,0.0,0.15,0.472,149.996,132780,4
4YaWRqpUuzAgT2mxu1NHzW,Broad Daylight,['Gabriel Rios'],0,2003,0.785,0.457,11,-10.751,0,0.835,0.00305,0.485,0.344,106.457,189400,4
4yOU9FaCmFFo2qfy1FHIe3,Désenchantée,['Kate Ryan'],64,2002-01-01,0.51,0.891,1,-7.517,1,0.144,0.000641,0.208,0.326,139.973,218533,4
3e9L9HiHKcfYLAga28Vmcf,Something,['Lasgo'],68,2001,0.644,0.981,7,-6.644,0,0.0271,9.67e-05,0.11,0.379,140.012,220973,4
4RxClc19PLGN3H4umzx6YC,Slaap Lekker (Fantastig Toch) - Diggy Dexx Remix,"['Eva De Roovere', 'Diggy Dex']",0,2009-01-01,0.74,0.65,8,-7.342,0,0.216,0.0,0.126,0.897,90.094,222827,4
28PA3gq6AeM1JqgNKRqZRf,Not An Addict,"[""K's Choice""]",44,1995-12-03,0.276,0.661,4,-7.027,1,0.000242,7.08e-05,0.121,0.321,168.785,287600,4
1CI0dsgLGs9gmJMI7ZqKyY,Hard Times - Royalty In Exile,['The Scabs'],0,1990-04-02,0.655,0.687,7,-5.273,1,0.116,0.0,0.0956,0.476,80.027,292747,4
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)","['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']",75,2011-10-11,0.715,0.655,0,-6.425,1,0.0525,0.0,0.115,0.531,95.078,207333,4
6iQdOR7NpulkD1hXkPHWvs,Don't Be So Shy - Filatov & Karas Remix,"['Imany', 'Filatov & Karas']",0,2015-12-25,0.737,0.954,8,-2.936,0,0.034,0.0103,0.412,0.904,119.979,190000,4
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,['Sara Kays'],72,2020-11-06,0.679,0.61,7,-10.936,0,0.585,9.51e-05,0.156,0.554,123.978,227186,4
4xAJSIcCHcOCli5m325X2H,We're Good,['Dua Lipa'],50,2021-02-11,0.722,0.588,6,-5.932,1,0.0319,0.0,0.183,0.59,134.01,165507,4
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,['Ava Max'],74,2020-09-18,0.614,0.934,9,-3.709,0,0.0697,0.0,0.121,0.436,116.001,174760,4
0XwSUpdrF7nR7hVxbDs7mb,Floating Through Space,"['Sia', 'David Guetta']",54,2021-02-12,0.575,0.844,6,-4.89,0,0.00172,0.0,0.114,0.277,104.914,177801,4
5OOHeNHOwUdLQRLaBnjviP,Quoi d'neuf,['Diddi Trix'],16,2020-03-27,0.717,0.623,8,-7.438,0,0.5,0.0103,0.178,0.553,174.948,181253,4
205HNJ73cgpC0LAOnuQiWT,Bande organisée,"['Kofs', 'Soso Maness', 'Elams', 'Jul', 'SCH', 'Naps', 'Solda', 'Houari', '13 Organisé']",67,2020-08-15,0.901,0.939,6,-2.762,1,0.117,0.0,0.0643,0.805,142.948,356347,4
5Kskr9LcNYa0tpt5f0ZEJx,Calling My Phone,"['Lil Tjay', '6LACK']",0,2021-02-12,0.907,0.393,4,-7.636,0,0.451,1.35e-06,0.135,0.202,104.949,205458,4
26D1PRJjD9Jj1JGRk88KVc,Lithium,['Nirvana'],1,1991-09-26,0.678,0.656,7,-6.41,1,0.00174,0.0,0.0631,0.485,123.207,257053,4
42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,['Jennifer Lopez'],69,1999-06-01,0.82,0.937,5,-4.81,0,0.135,0.000122,0.35,0.906,130.992,239400,4
1lbXEepatjRVjoG8pZMtdp,Dreams,['Fleetwood Mac'],65,1988-11-21,0.823,0.338,0,-15.899,1,0.139,0.00129,0.5,0.785,120.473,254453,4
0GNI8K3VATWBABQFAzBAYe,Stay,"['Rihanna', 'Mikky Ekko']",74,2012-12-11,0.621,0.31,9,-10.164,0,0.945,6.12e-05,0.117,0.125,111.881,240707,4
0SLtqCrXBRrnkxSOMA3X4W,Let Me Entertain You,['Robbie Williams'],64,1997-01-01,0.478,0.965,10,-5.022,1,0.000169,0.00251,0.0854,0.347,125.152,262000,4
0ij4IjHf1J5gEz7vdX6fAk,Vuurwerk,['Camille'],39,2021-03-26,0.511,0.772,5,-6.935,1,0.00484,0.000401,0.13,0.459,169.956,219463,4
0JiY190vktuhSGN6aqJdrt,So What,['P!nk'],77,2008-10-24,0.534,0.87,11,-3.078,0,0.000334,0.0,0.241,0.462,126.019,215160,4
733ncRLzZQT5UtSPg1QmPc,Sober,['P!nk'],63,2008-10-24,0.614,0.797,6,-4.896,1,0.0635,0.0,0.187,0.374,90.946,251533,4
2gnZad0pb6QtUqMLTj2AjI,Please Don't Leave Me,['P!nk'],61,2008-10-24,0.588,0.845,6,-4.497,1,0.00869,0.0,0.326,0.745,138.014,231560,4
1uexV2mYuZmLhVz4G5LUZv,Funhouse,['P!nk'],57,2008-10-24,0.792,0.864,11,-3.04,0,0.00503,1.64e-06,0.0375,0.832,103.932,204627,4
1jF7IL57ayN4Ity3jQqGu0,Try,['P!nk'],80,2012-09-18,0.674,0.628,2,-7.079,1,0.00144,0.0,0.0944,0.552,103.998,247907,4
1QNqrsNQ1JVLEwncov3lEY,True Love (feat. Lily Allen),"['P!nk', 'Lily Allen']",67,2012-09-18,0.449,0.825,9,-4.762,1,0.00146,0.0,0.108,0.575,192.241,230733,4
2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,['P!nk'],61,2017-10-13,0.412,0.619,7,-6.39,1,0.0868,2.55e-06,0.4,0.234,95.943,250053,4
0Qh38w01QRXK6KHIv0e3hb,What About Us,['P!nk'],74,2017-10-13,0.491,0.588,1,-6.177,1,0.0281,2.01e-06,0.0906,0.193,113.608,269600,4
78q4ESvMkPVJzHAV11LAGE,Little Bit of Love,['Tom Grennan'],55,2021-01-29,0.689,0.706,1,-4.48,0,0.0833,0.0,0.105,0.623,106.52,226268,4
4u4NyuceXP7Uzh7XFJKCr1,Hold On,['Justin Bieber'],65,2021-03-05,0.658,0.634,1,-5.797,0,0.0106,0.0,0.132,0.29,139.98,170813,4
7FdUvDkaE24o3FPIWTvzv2,Follow You,['Imagine Dragons'],63,2021-03-12,0.542,0.732,9,-5.956,1,0.00209,7.92e-05,0.496,0.489,124.912,175644,4
6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,"['P!nk', 'Willow Sage Hart']",69,2021-02-12,0.476,0.594,5,-6.879,1,0.0599,0.0,0.0785,0.314,159.702,141050,4
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",17,2021-03-05,0.586,0.616,5,-7.964,1,0.182,0.0,0.0927,0.719,148.088,242096,4
0siYMEsGrzzzlWLXK5zJfS,BED,"['Joel Corry', 'RAYE', 'David Guetta']",71,2021-02-26,0.671,0.782,6,-4.593,1,0.0142,0.00221,0.333,0.618,123.989,178088,4
7iHl6LcHD94l5VpmfrBUmG,Riverside,['Agnes Obel'],59,2010-10-04,0.651,0.186,9,-13.455,0,0.985,0.000565,0.133,0.218,99.048,228547,3
7ynCQo1KpBOyTdTdAnjSLZ,Move Your Body - Single Mix,['Sia'],49,2017-01-06,0.664,0.883,10,-3.406,0,0.00151,0.0926,0.072,0.381,127.962,252080,4
5Evht83kIur1NX0crj1b3N,Dear God,['Dax'],0,2020-03-13,0.586,0.647,1,-9.909,1,0.332,0.0,0.142,0.411,117.111,203077,4
0HkoTr9t0f6MeqGoUS3E3e,JOKER,['Dax'],0,2020-05-07,0.762,0.703,10,-7.951,0,0.206,0.0,0.0912,0.519,151.329,247178,4
1weXpqZH2AuXoVrHzcn344,Grinch,['Dax'],46,2020-12-16,0.842,0.873,6,-7.035,0,0.135,0.0,0.307,0.744,137.942,223112,4
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,['Blur'],79,1997-02-10,0.674,0.789,8,-6.903,1,0.00178,0.00708,0.0753,0.918,129.802,121160,4
7uJvH1U5rhQBEwJILAyA3D,Write This Down (feat. Nieve),['SoulChef'],0,2010-11-17,0.823,0.818,10,-4.396,0,0.173,0.0136,0.21,0.844,92.973,189427,4
7zVtu5K61OivymXHENlZqb,See Me Now (Da Tweekaz Remix) - Radio Version,['Mark With a K'],39,2016-03-01,0.512,0.892,3,-3.489,1,0.00326,0.0,0.195,0.445,149.982,223051,4
4cqiLvFRDuV8ClE61eMmZx,Never Alone,['2 Brothers On The 4th Floor'],56,1994-01-01,0.705,0.866,8,-5.036,0,0.171,0.000162,0.645,0.816,127.986,351027,4
4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,['Two Feet'],72,2016-07-29,0.765,0.327,6,-8.029,1,0.571,0.0479,0.0787,0.292,74.931,129600,4
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,['Flo Rida'],78,2012-06-22,0.706,0.89,1,-4.444,0,0.0588,0.00286,0.306,0.684,128.011,248133,4
3S2XkZJH5P3AqYk8ChYsWB,Friendships,['Pascal Letoublon'],0,2017-09-05,0.726,0.78,11,-6.312,0,0.137,0.914,0.0985,0.0742,119.991,242016,4
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),['Lil Nas X'],70,2021-03-31,0.61,0.508,8,-6.682,0,0.297,0.0,0.384,0.758,178.818,137876,4
7HXBG0W8gFJwHUh5mVF9tf,Rise,['Lost Frequencies'],61,2021-03-19,0.689,0.612,6,-6.014,1,0.228,7.77e-06,0.368,0.461,122.076,193018,4
5b8fVPFMoWNuNDUoketKlt,Learning To Fly,['Sheppard'],39,2020-12-18,0.584,0.831,8,-5.853,1,0.159,0.0,0.144,0.359,127.18,192000,4
0FQfX2SZ2X18QVa6hJrWPS,ASAP,['Milow'],44,2021-03-26,0.722,0.714,10,-5.389,1,0.0979,1.28e-06,0.207,0.652,94.986,183775,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),"['Doja Cat', 'SZA']",74,2021-04-09,0.762,0.701,8,-3.541,1,0.235,0.000158,0.123,0.742,110.968,208867,4
6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),"['Maroon 5', 'Megan Thee Stallion']",25,2021-03-03,0.713,0.676,10,-5.483,1,0.0377,0.0,0.154,0.721,99.048,227395,4
3qebp3gdFteTRN69PZ9zHu,The Wrong Place,['Hooverphonic'],40,2021-03-04,0.491,0.728,5,-4.482,1,0.0479,1.38e-06,0.16,0.246,80.239,176507,4
3oJ1XZy05mnRAnEXJsxYzI,Dépendance,['Doria D'],0,2021-01-29,0.71,0.648,4,-6.95,0,0.121,0.0,0.326,0.313,99.972,196253,4
1Fc6lVQFPOcEVz3QWEzXWL,Blijven Slapen,"['Snelle', 'Maan']",55,2021-02-26,0.751,0.549,5,-7.798,0,0.221,0.0,0.112,0.735,106.01,170992,4
5Cd4brIkLNzLJJUxugJA1X,James,['Oscar and the Wolf'],28,2021-04-01,0.364,0.578,9,-7.641,0,0.0145,0.593,0.138,0.12,172.024,269269,4
0939D7aT18uBDS2MTjWzct,Higher Power,['Coldplay'],69,2021-05-07,0.507,0.828,10,-6.023,1,0.00711,2.44e-05,0.261,0.489,178.032,211295,4
7uoFMmxln0GPXQ0AcCBXRq,Snowman,['Sia'],73,2018-11-01,0.717,0.524,1,-6.222,1,0.426,0.0,0.0932,0.339,104.953,165900,3
0PHTufT46ytsqcH8OsQHvp,Laura,['Bat For Lashes'],12,2012-08-03,0.476,0.186,7,-9.326,1,0.921,0.0,0.0939,0.0627,98.692,266493,4
0yac0FPhLRH9i9lOng3f81,Everybody's Changing,['Keane'],74,2004-05-10,0.517,0.839,0,-3.521,1,0.0014,0.000365,0.108,0.416,94.015,215880,4
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,['Billy Joel'],84,1983-08-08,0.701,0.944,4,-2.986,1,0.0755,0.0,0.601,0.792,128.993,197707,4
6iR4Bi0P7tk4kLNTQVQedA,RAP DEMI-GOD,['Dax'],32,2021-05-21,0.655,0.805,1,-6.779,1,0.375,0.0,0.205,0.516,173.861,198622,4
619bJQ9uDi8dnXzLebFI7y,When Love Takes Over (feat. Kelly Rowland),"['David Guetta', 'Kelly Rowland']",58,2009-04-17,0.658,0.863,11,-4.64,1,0.0144,0.000193,0.2,0.496,129.972,189000,4
7KMV8pH4gxwZpGOX6wewmv,Perfect World,['Gossip'],40,2012-05-14,0.67,0.798,10,-5.7,0,0.00172,0.0873,0.108,0.771,124.998,267560,4
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),"['Calvin Harris', 'Florence Welch']",76,2012-10-29,0.573,0.929,8,-3.942,0,0.197,0.000112,0.0567,0.582,127.934,212560,4
4ZtFanR9U6ndgddUvNcjcG,good 4 u,['Olivia Rodrigo'],83,2021-05-21,0.563,0.664,9,-5.044,1,0.335,0.0,0.0849,0.688,166.928,178147,4
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,"['Majestic', 'Boney M.']",77,2021-02-26,0.758,0.913,6,-2.926,0,0.00364,6.92e-05,0.193,0.658,128.04,186210,4
3KJ0lG5Mlzz9qg01tCwVxA,Alles Komt Goed,['Jaap Reesema'],30,2021-04-09,0.652,0.531,9,-7.319,0,0.725,1.52e-06,0.189,0.354,131.955,184226,4
2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),"['Ofenbach', 'Lagique']",63,2021-01-08,0.734,0.855,6,-4.578,0,0.0821,4.73e-06,0.0901,0.54,121.955,139563,4
7MC4XR9M9amdmKQr2iDF7i,Iko Iko (My Bestie),"['Justin Wellington', 'Small Jam']",69,2019-06-03,0.862,0.753,5,-5.356,1,0.131,2.01e-06,0.077,0.827,105.039,182857,4
1pJmdIiTYfGtYRKXCnM5S5,Margherita,['Marco Borsato'],45,1995-01-01,0.541,0.251,1,-11.655,0,0.516,5.11e-05,0.14,0.142,119.179,250067,4
4zPFoA9ux1KfB7M9rUthdu,Ooit Was Ik Een Soldaat,['Gorki'],34,2003-12-01,0.755,0.437,7,-12.445,1,0.442,5.48e-05,0.424,0.543,123.508,251680,4
4nJC0WeDFiN7kF0NKGpYOk,My Heart Hurts,['Dax'],0,2020-03-13,0.768,0.551,9,-8.48,1,0.147,3.44e-06,0.0962,0.32,140.009,192268,4
7maW83YbhxF6Eqv9H5d3FJ,I Can't Breathe,['Dax'],0,2020-03-13,0.724,0.584,8,-8.998,1,0.27,0.0,0.172,0.366,139.954,200572,4
776AftMmFFAWUIEAb3lHhw,ZITTI E BUONI,['Måneskin'],73,2021-03-19,0.625,0.939,4,-3.115,0,0.00138,0.0,0.424,0.644,102.999,194787,4
1daDRI9ahBonbWD8YcxOIB,Angels Like You,['Miley Cyrus'],80,2020-11-27,0.672,0.642,5,-4.035,1,0.0981,0.0,0.1,0.494,121.981,196453,4
6sT9MWlJManry3EQwf4V80,Push It,['Salt-N-Pepa'],63,1986-12-08,0.913,0.596,11,-12.477,0,0.00658,0.00349,0.078,0.973,127.215,272133,4
3Wrjm47oTz2sjIgck11l5e,Beggin',['Måneskin'],83,2017-12-08,0.714,0.8,11,-4.808,0,0.127,0.0,0.359,0.589,134.002,211560,4
3ggtU1ZOKO8ZNiqPNyXGcm,Dinero,['Trinidad Cardona'],66,2018-02-02,0.709,0.782,2,-4.687,1,0.00774,0.0,0.107,0.484,119.997,160880,4
0vR2rIVORmgeKiGIgNT0fV,By Your Side (feat. Tom Grennan),"['Calvin Harris', 'Tom Grennan']",66,2021-06-04,0.733,0.96,7,-3.597,1,0.0514,0.00199,0.287,0.811,124.01,189672,4
3TE49HXyoNczZk2IBhP87z,Ome Robert,['Joost'],50,2018-04-26,0.824,0.848,0,-4.578,1,0.0394,0.00828,0.238,0.857,149.961,152500,4
7xVssMegpAxQ8GuFa84V31,Albino,"['Joost', 'Tice']",58,2019-01-18,0.785,0.781,7,-6.019,1,0.264,7.6e-06,0.124,0.557,166.003,212178,4
2R9nfayl1NXhuAdEpwG2Qa,Early In The Morning,"['Kris Kross Amsterdam', 'Shaggy', 'Conor Maynard']",57,2021-04-30,0.786,0.679,0,-5.402,1,0.021,0.0,0.0433,0.673,104.979,172373,4
4rPkN1FMzQyFNP9cLUGIIB,Love Again,['Dua Lipa'],72,2020-03-27,0.659,0.667,11,-4.668,0,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
2UbVnbE5FH6008mAm6Mmgw,Run,['OneRepublic'],68,2021-05-05,0.682,0.72,11,-8.173,0,0.326,0.0,0.148,0.673,117.003,169011,4
6AxWVxPuRvWfvOtIGxmBH6,Rendez-Vous,"['Metejoor', 'Emma Heesters']",44,2021-06-09,0.631,0.669,5,-7.03,0,0.475,0.0,0.246,0.46,195.94,198908,4
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",80,2021-07-09,0.591,0.764,1,-5.484,1,0.0383,0.0,0.103,0.478,169.928,141806,4
5Z8Dj3LtbyCMiwE86rhg2f,Marea (we’ve lost dancing),"['Fred again..', 'The Blessed Madonna']",76,2021-04-15,0.761,0.781,5,-6.778,0,0.0681,0.108,0.0607,0.473,123.023,285375,4
0xfMlIW8lS40qvpsUw1l0X,Never Going Home,['Kungs'],67,2021-05-21,0.836,0.846,0,-4.673,1,0.0907,0.047,0.057,0.942,122.042,169945,4
15OCqNPYoLziEAsbVnqRj5,Good Without,['Mimi Webb'],58,2021-03-26,0.616,0.576,11,-5.495,0,0.0723,0.0,0.375,0.269,89.962,182121,4
4nuUssdgKFy2QyYHHNkZQW,Sunday Bloody Sunday - Remastered 2008,['U2'],57,1983-02-28,0.543,0.944,6,-7.495,1,0.402,0.000564,0.0373,0.735,101.174,279440,4
2uJBdFU9gieN5159eCY4zh,Moi... Lolita - Single Version,['Alizée'],0,2000-11-04,0.642,0.834,11,-5.688,0,0.0702,0.00023,0.21,0.555,107.879,266227,4
1cPLbefy6cUEFcrbVY2aFv,Bubbly,['Colbie Caillat'],0,2007,0.697,0.474,9,-6.663,1,0.603,0.0,0.11,0.249,127.904,196280,4
6OnfBiiSc9RGKiBKKtZXgQ,We Built This City,['Starship'],74,1985-09-10,0.661,0.908,5,-4.897,1,0.052,0.0,0.0708,0.656,144.091,296080,4
3Xv5C02Wxlek0dmrYAM5A8,Cha Cha Slide - Original Live Platinum Band Mix,['DJ Casper'],0,2004-01-01,0.978,0.695,6,-5.746,1,0.00126,5.01e-05,0.284,0.496,122.027,387493,4
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),"['Gym Class Heroes', 'Adam Levine']",79,2011-11-11,0.646,0.795,9,-3.293,1,0.0319,0.0,0.267,0.796,89.99,210960,4
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),"['Galantis', 'David Guetta', 'Little Mix']",70,2021-05-20,0.595,0.784,1,-4.878,1,0.216,0.0,0.0608,0.479,124.111,183726,4
7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,['Twenty One Pilots'],68,2015-05-15,0.613,0.873,7,-6.376,0,0.00397,0.00111,0.367,0.392,129.989,234813,4
58KPPL1AdLHMvR2O2PZejr,Jesus of Suburbia,['Green Day'],65,2004-09-21,0.3,0.929,1,-3.214,1,0.000259,2.26e-06,0.329,0.59,147.116,548253,4
61QSuw5VlC0LTS8WMO356g,All The Way Up (feat. Infared),"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",60,2016-03-02,0.536,0.721,10,-6.44,0,0.062,0.0,0.824,0.393,117.139,191942,5
23OXdR7YuUBVWh5hSnYJau,Chlorine,['Twenty One Pilots'],72,2018-10-05,0.609,0.674,10,-7.388,0,0.0735,0.06,0.345,0.315,90.009,324467,4
7iWuPWfw4hbUzxo9u9xuhA,Balenciaga,['Brent'],36,2020-05-21,0.594,0.79,9,-5.362,0,0.346,0.0,0.101,0.925,96.635,128312,3
1YQ3SYZoB4X6EfWhpkirVc,JA!,"['Bizzey', 'Kraantje Pappie', 'Chivv', 'Yung Felix']",47,2018-02-16,0.787,0.837,11,-6.482,0,0.000862,0.0192,0.0887,0.441,94.999,183791,4
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,['Niall Horan'],58,2019-10-04,0.591,0.841,4,-4.351,0,0.0119,0.0,0.395,0.392,109.031,158805,4
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,['Steppenwolf'],72,1968,0.438,0.71,2,-12.412,1,0.262,0.537,0.221,0.53,145.928,210373,4
3rfOs6Miteal5wQUdFx8w1,How Do You Do!,['Roxette'],0,1992-08-28,0.619,0.72,0,-6.584,1,0.0194,1.68e-06,0.218,0.852,120.874,189093,4
4YMLW13PuuO7o3jkIWlKAs,Down On The Corner,['Creedence Clearwater Revival'],0,1969-11-02,0.831,0.544,0,-9.288,1,0.594,0.00389,0.0736,0.856,108.177,166280,4
4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,['blink-182'],79,1999-06-01,0.391,0.951,6,-7.419,1,0.012,0.000446,0.0878,0.468,157.663,148360,4
1s4Ie0cT6P73SRSfh3oyGW,The Number Of The Beast - 1998 Remastered Version,['Iron Maiden'],0,1982,0.42,0.93,2,-5.583,0,0.0189,0.00675,0.264,0.344,99.641,291373,4
4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,['The Offspring'],82,1998-11-16,0.523,0.943,1,-4.203,1,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4
